Age,Gender,City,Monthly_Household_Income_AED,Occupation,Health_Consciousness,Fitness_Activities,Servings_per_Week,Motivations,Purchase_Channels,Preferred_Pack_Size,Packaging_Type,Flavor_Preferences,Eco_Friendly_Packaging_Score,Price_Discount_Influence,Willingness_Score,Max_Price_WTP_500ml_AED,Monthly_Spend_AED,Subscription_Plan,Value_Add_Ranking,Brand_Descriptors,Recommended_Brand,Key_Problem,Delivery_Tolerance_Score,Additional_Suggestions
23,Female,Fujairah,4000.0,Salaried,3,"Gym,Running",6,"Immunity,Muscle recovery","Gym kiosk,Food-delivery app",1 L,Powder pouch,"Tropical,Chocolate,Vanilla",5,4,3,10.19,61.51,Yes,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips","Sustainable,Premium",No,Too expensive,4,Provide protein-rich options
58,Male,Abu Dhabi,16600.0,Salaried,5,"Gym,Running",6,Immunity,"Gym kiosk,Supermarket",Multi-pack,PET bottle,"Vanilla,Unflavored",3,5,7,17.13,91.03,Maybe,"1-Loyalty points,2-Free delivery,3-Bundle deals,4-Personalized nutrition tips",Fun,No,Too much sugar,4,Introduce more flavors
64,Male,Al Ain,3000.0,Salaried,1,"Gym,None,Running",3,Muscle recovery,"Gym kiosk,Supermarket,Food-delivery app",500 ml,PET bottle,Tropical,4,4,3,11.09,27.46,No,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals",Innovative,Yes,Hard to find,4,Offer subscription discounts
48,Male,Sharjah,6900.0,Salaried,3,"Gym,Yoga,Team sports",3,"Muscle recovery,Immunity","Supermarket,Food-delivery app",500 ml,PET bottle,"Coffee,Chocolate,Berry",5,3,10,13.81,38.25,Yes,"1-Free delivery,2-Personalized nutrition tips,3-Bundle deals,4-Loyalty points","Sustainable,Fun",No,Too much sugar,3,Introduce more flavors
65,Female,Dubai,6100.0,Salaried,3,"Team sports,None",1,Convenience,Food-delivery app,500 ml,PET bottle,"Chocolate,Tropical",2,1,6,9.93,11.82,Yes,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips","Trustworthy,Premium",Yes,Limited flavors,2,Lower the sugar content
44,Female,Dubai,8800.0,Salaried,4,"None,Running",6,Muscle recovery,"Supermarket,Gym kiosk",500 ml,PET bottle,"Berry,Vanilla,Coffee",3,4,3,8.44,43.93,No,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery","Affordable,Premium",No,Unclear nutritional info,3,Introduce more flavors
49,Female,Fujairah,17900.0,Student,5,"Yoga,Gym,Running",4,"Convenience,Immunity",Brand website,Multi-pack,PET bottle,"Chocolate,Tropical",4,2,4,7.51,34.45,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery",Innovative,Yes,Too expensive,1,Lower the sugar content
58,Female,Abu Dhabi,6100.0,Student,2,"Yoga,Gym",2,Weight control,"Supermarket,Pharmacy",500 ml,Tetra Pak,"Vanilla,Unflavored,Coffee",3,3,8,10.96,19.08,Yes,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips","Premium,Innovative,Affordable",Yes,Limited flavors,4,Use recyclable packaging
34,Male,Sharjah,13700.0,Salaried,1,"Yoga,None",3,Weight control,Brand website,500 ml,PET bottle,"Chocolate,Vanilla",4,5,5,14.66,48.57,Maybe,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery",Innovative,No,Unclear nutritional info,2,Use recyclable packaging
28,Female,Dubai,7700.0,Student,4,"Yoga,Gym",4,"Taste,Immunity","Food-delivery app,Gym kiosk,Supermarket",500 ml,PET bottle,"Tropical,Vanilla,Berry",5,5,5,7.79,32.72,Yes,"1-Personalized nutrition tips,2-Loyalty points,3-Free delivery,4-Bundle deals",Sustainable,No,Limited flavors,1,Offer subscription discounts
46,Female,Al Ain,6100.0,Salaried,1,Gym,1,Immunity,"Food-delivery app,Supermarket,Gym kiosk",500 ml,PET bottle,"Tropical,Vanilla",5,2,4,7.97,7.44,Yes,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Trustworthy,Innovative,Premium",Yes,Unclear nutritional info,5,Lower the sugar content
33,Female,Abu Dhabi,5800.0,Student,1,"Yoga,None",2,Immunity,"Food-delivery app,Gym kiosk",Multi-pack,PET bottle,Chocolate,5,5,3,11.82,26.86,No,"1-Bundle deals,2-Free delivery,3-Loyalty points,4-Personalized nutrition tips","Fun,Trustworthy,Premium",No,Too much sugar,3,
57,Female,Abu Dhabi,50000.0,Self-employed,2,Gym,4,"Muscle recovery,Convenience","Gym kiosk,Brand website",500 ml,PET bottle,Coffee,4,1,5,12.57,53.33,Yes,"1-Bundle deals,2-Personalized nutrition tips,3-Loyalty points,4-Free delivery","Affordable,Sustainable",No,Limited flavors,5,
39,Female,Dubai,5000.0,Self-employed,5,"None,Yoga,Gym",8,"Weight control,Immunity","Food-delivery app,Pharmacy",500 ml,Recyclable can,"Coffee,Chocolate,Vanilla",4,4,7,12.96,104.44,No,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points","Sustainable,Innovative",Yes,Unclear nutritional info,4,Lower the sugar content
24,Female,Abu Dhabi,8600.0,Self-employed,3,"None,Running,Gym",9,"Muscle recovery,Taste","Pharmacy,Food-delivery app",Multi-pack,PET bottle,"Chocolate,Berry",4,3,3,6.3,61.6,No,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points","Fun,Affordable",Yes,Too much sugar,3,Use recyclable packaging
26,Male,Dubai,8100.0,Salaried,1,Yoga,4,Weight control,Supermarket,1 L,PET bottle,Vanilla,1,1,7,11.68,51.95,Maybe,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Premium,Sustainable,Trustworthy",No,Hard to find,3,
55,Male,Abu Dhabi,9800.0,Student,5,Running,5,Muscle recovery,"Pharmacy,Supermarket,Food-delivery app",Multi-pack,Powder pouch,Vanilla,5,2,8,14.81,61.11,Yes,"1-Bundle deals,2-Free delivery,3-Loyalty points,4-Personalized nutrition tips","Premium,Sustainable",Yes,Packaging not eco-friendly,2,
53,Female,Abu Dhabi,11100.0,Salaried,1,"Yoga,Running,Gym",4,"Muscle recovery,Immunity","Food-delivery app,Pharmacy,Supermarket",1 L,PET bottle,Berry,1,2,2,5.92,19.08,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Bundle deals,4-Loyalty points","Premium,Sustainable",No,Packaging not eco-friendly,3,Provide protein-rich options
26,Female,Ajman,13100.0,Homemaker,2,Yoga,2,Immunity,"Food-delivery app,Pharmacy,Supermarket",1 L,PET bottle,Chocolate,4,5,4,8.57,20.55,Yes,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Fun,Affordable",No,Hard to find,3,Introduce more flavors
47,Female,Sharjah,6300.0,Salaried,3,Gym,8,Taste,"Supermarket,Gym kiosk,Brand website",500 ml,Powder pouch,Chocolate,2,2,2,5.89,52.67,No,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Trustworthy,Sustainable,Innovative",Yes,Hard to find,1,Provide protein-rich options
59,Male,Ajman,7100.0,Salaried,5,"Gym,Yoga",6,Convenience,"Supermarket,Pharmacy,Food-delivery app",1 L,Tetra Pak,Chocolate,2,2,7,12.43,72.23,Yes,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery","Premium,Sustainable",Yes,Too expensive,3,Use recyclable packaging
27,Male,Dubai,2600.0,Salaried,2,"Team sports,None",1,"Weight control,Muscle recovery",Brand website,250 ml,Tetra Pak,"Berry,Chocolate",2,4,7,12.58,11.58,Maybe,"1-Bundle deals,2-Free delivery,3-Loyalty points,4-Personalized nutrition tips","Sustainable,Premium,Innovative",Yes,Packaging not eco-friendly,5,Lower the sugar content
24,Female,Sharjah,5300.0,Salaried,2,"None,Running,Gym",0,"Immunity,Taste",Food-delivery app,500 ml,Tetra Pak,Vanilla,1,3,2,8.59,0.0,No,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery","Fun,Affordable",No,Limited flavors,2,Provide protein-rich options
60,Female,Dubai,7000.0,Salaried,5,"Running,Gym,Team sports",8,"Muscle recovery,Taste",Gym kiosk,500 ml,PET bottle,"Vanilla,Chocolate",2,2,4,9.27,80.68,Maybe,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points",Trustworthy,No,Hard to find,1,Introduce more flavors
30,Male,Dubai,6500.0,Salaried,5,Gym,5,Immunity,"Brand website,Supermarket",1 L,PET bottle,"Chocolate,Tropical,Vanilla",5,4,5,11.85,55.54,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery","Affordable,Sustainable",Yes,Packaging not eco-friendly,3,Introduce more flavors
54,Female,Abu Dhabi,21600.0,Other,3,Gym,1,"Weight control,Taste",Food-delivery app,500 ml,Tetra Pak,Vanilla,3,4,8,16.95,19.06,Yes,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery","Premium,Trustworthy,Sustainable",No,Packaging not eco-friendly,2,Offer subscription discounts
56,Male,Abu Dhabi,7100.0,Salaried,2,Yoga,0,"Immunity,Taste","Pharmacy,Food-delivery app,Supermarket",1 L,Tetra Pak,Coffee,5,4,5,13.18,0.0,Yes,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points","Fun,Premium,Affordable",No,Limited flavors,2,Lower the sugar content
56,Female,Dubai,14700.0,Self-employed,2,"Team sports,None",3,Weight control,Brand website,500 ml,Tetra Pak,Vanilla,5,1,1,6.26,18.31,Maybe,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points","Innovative,Trustworthy",Yes,Packaging not eco-friendly,3,Introduce more flavors
51,Male,Dubai,8400.0,Self-employed,4,Gym,2,"Convenience,Muscle recovery","Pharmacy,Food-delivery app",1 L,Recyclable can,"Coffee,Berry,Unflavored",5,5,3,6.89,13.28,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery",Fun,No,Packaging not eco-friendly,4,Offer subscription discounts
60,Female,Dubai,8800.0,Salaried,4,"Running,Gym",3,"Taste,Weight control",Brand website,500 ml,PET bottle,Chocolate,4,2,4,12.58,30.22,Yes,"1-Free delivery,2-Personalized nutrition tips,3-Bundle deals,4-Loyalty points","Fun,Affordable,Sustainable",Yes,Too much sugar,5,Lower the sugar content
50,Female,Al Ain,6700.0,Homemaker,2,"Yoga,Gym",2,"Weight control,Convenience","Supermarket,Food-delivery app,Gym kiosk",Multi-pack,PET bottle,"Unflavored,Chocolate,Tropical",5,1,6,11.65,21.75,No,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points","Affordable,Trustworthy",Yes,Too expensive,5,Introduce more flavors
44,Male,Dubai,5300.0,Retired,4,"Gym,Running",2,"Taste,Muscle recovery","Brand website,Food-delivery app",1 L,Recyclable can,"Berry,Unflavored",1,2,4,10.75,22.21,Yes,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery",Fun,No,Too expensive,3,
25,Female,Dubai,8600.0,Retired,1,"Gym,Running",1,"Weight control,Muscle recovery","Gym kiosk,Food-delivery app",500 ml,Tetra Pak,"Chocolate,Coffee",3,2,6,13.68,15.22,Yes,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips","Premium,Sustainable,Innovative",No,Too expensive,4,Offer subscription discounts
58,Female,Al Ain,4700.0,Salaried,5,"None,Running",2,"Taste,Weight control","Supermarket,Food-delivery app",250 ml,Powder pouch,"Vanilla,Unflavored,Chocolate",3,3,5,13.62,24.64,Maybe,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips","Premium,Trustworthy",Yes,Packaging not eco-friendly,3,Introduce more flavors
42,Male,Sharjah,4200.0,Salaried,3,Team sports,6,"Muscle recovery,Convenience","Supermarket,Gym kiosk,Brand website",Multi-pack,Tetra Pak,"Chocolate,Berry,Coffee",2,5,4,10.44,64.73,Yes,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals",Sustainable,No,Limited flavors,2,Introduce more flavors
23,Male,Dubai,10100.0,Salaried,4,"Gym,Running,Yoga",9,Weight control,Brand website,500 ml,Tetra Pak,Chocolate,5,3,4,10.77,105.79,Maybe,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery","Sustainable,Affordable,Innovative",No,Limited flavors,5,
29,Male,Abu Dhabi,6400.0,Salaried,2,"Gym,None,Team sports",0,"Convenience,Immunity",Brand website,Multi-pack,PET bottle,Unflavored,4,4,3,11.23,0.0,No,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals",Affordable,Yes,Hard to find,1,Provide protein-rich options
30,Male,Al Ain,5000.0,Student,4,"Running,Team sports,None",9,"Weight control,Convenience","Food-delivery app,Brand website",500 ml,Tetra Pak,Chocolate,5,2,6,12.71,94.21,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery","Fun,Innovative",Yes,Limited flavors,2,Offer subscription discounts
35,Female,Dubai,4300.0,Retired,3,"Yoga,None,Gym",3,Immunity,"Supermarket,Food-delivery app,Pharmacy",250 ml,Recyclable can,"Berry,Vanilla,Chocolate",1,2,6,9.6,25.04,Yes,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points",Fun,Yes,Too much sugar,3,Introduce more flavors
26,Male,Al Ain,2000.0,Salaried,5,Running,6,Muscle recovery,"Brand website,Food-delivery app,Supermarket",500 ml,Powder pouch,Unflavored,5,2,8,11.88,73.89,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery","Trustworthy,Premium,Sustainable",Yes,Packaging not eco-friendly,3,Use recyclable packaging
54,Female,Sharjah,52900.0,Homemaker,2,Running,4,"Convenience,Taste","Pharmacy,Supermarket",500 ml,Tetra Pak,Chocolate,5,2,4,13.51,50.96,Maybe,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery",Affordable,No,Too much sugar,3,Introduce more flavors
30,Female,Abu Dhabi,4400.0,Salaried,1,Yoga,1,"Weight control,Convenience","Food-delivery app,Pharmacy,Supermarket",250 ml,Tetra Pak,"Tropical,Vanilla,Unflavored",1,4,3,9.3,8.42,No,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals","Innovative,Affordable",No,Too expensive,3,
51,Female,Other,2300.0,Student,3,"None,Gym,Yoga",5,"Muscle recovery,Taste","Gym kiosk,Supermarket",500 ml,Tetra Pak,"Chocolate,Coffee,Vanilla",2,2,7,13.67,82.02,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals","Fun,Trustworthy",Yes,Packaging not eco-friendly,3,Provide protein-rich options
59,Male,Dubai,10400.0,Student,4,"Gym,Running,Team sports",4,"Convenience,Weight control","Gym kiosk,Pharmacy,Supermarket",500 ml,Tetra Pak,Vanilla,2,5,3,4.43,15.34,No,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Trustworthy,Sustainable,Affordable",No,Packaging not eco-friendly,4,Lower the sugar content
60,Female,Al Ain,10400.0,Self-employed,1,"Yoga,Running",0,Muscle recovery,"Food-delivery app,Pharmacy",1 L,PET bottle,Chocolate,1,5,4,7.22,0.0,Maybe,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Premium,Fun,Affordable",No,Unclear nutritional info,5,Introduce more flavors
25,Female,Abu Dhabi,17400.0,Salaried,2,Gym,1,Immunity,"Supermarket,Pharmacy,Gym kiosk",500 ml,PET bottle,"Unflavored,Berry",5,2,4,9.46,7.63,No,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Innovative,Affordable,Fun",No,Unclear nutritional info,2,Introduce more flavors
28,Male,Dubai,4600.0,Self-employed,5,"Gym,Yoga",7,Muscle recovery,"Food-delivery app,Pharmacy,Supermarket",500 ml,PET bottle,Berry,4,5,7,12.85,95.22,Maybe,"1-Loyalty points,2-Free delivery,3-Bundle deals,4-Personalized nutrition tips",Affordable,No,Unclear nutritional info,5,Use recyclable packaging
62,Female,Abu Dhabi,12800.0,Student,1,"None,Running",0,Muscle recovery,Supermarket,250 ml,Tetra Pak,"Tropical,Chocolate,Berry",3,3,4,12.83,0.0,No,"1-Bundle deals,2-Personalized nutrition tips,3-Free delivery,4-Loyalty points","Sustainable,Trustworthy",No,Too much sugar,4,Introduce more flavors
33,Female,Ajman,4900.0,Retired,2,Team sports,2,"Weight control,Muscle recovery","Brand website,Gym kiosk",1 L,Powder pouch,Berry,1,1,1,8.85,19.48,No,"1-Bundle deals,2-Personalized nutrition tips,3-Free delivery,4-Loyalty points",Affordable,No,Packaging not eco-friendly,4,Offer subscription discounts
49,Female,Al Ain,13000.0,Salaried,1,"None,Gym,Running",2,Convenience,"Gym kiosk,Supermarket",Multi-pack,Tetra Pak,"Vanilla,Unflavored,Chocolate",2,3,5,10.12,18.9,No,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips","Innovative,Sustainable,Trustworthy",No,Packaging not eco-friendly,4,Use recyclable packaging
65,Female,Dubai,20500.0,Student,5,"None,Running",7,Convenience,"Supermarket,Gym kiosk",250 ml,PET bottle,"Berry,Chocolate",3,3,4,11.17,84.37,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Free delivery,4-Bundle deals",Innovative,No,Limited flavors,3,Provide protein-rich options
39,Male,Al Ain,16300.0,Salaried,2,"Running,None,Yoga",3,Convenience,"Brand website,Food-delivery app,Supermarket",1 L,Tetra Pak,Berry,3,5,4,15.05,54.16,No,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Trustworthy,Innovative",No,Too expensive,1,Lower the sugar content
36,Female,Sharjah,6900.0,Student,2,Running,1,Weight control,"Gym kiosk,Supermarket,Brand website",1 L,Recyclable can,"Coffee,Unflavored",1,2,5,11.44,13.52,Maybe,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery","Affordable,Trustworthy",No,Unclear nutritional info,4,Use recyclable packaging
24,Female,Dubai,4500.0,Salaried,2,"Yoga,None",3,Immunity,"Supermarket,Gym kiosk",250 ml,PET bottle,Coffee,3,1,5,13.48,35.14,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points","Fun,Trustworthy,Sustainable",No,Limited flavors,1,Provide protein-rich options
64,Male,Dubai,5900.0,Homemaker,2,"Gym,Yoga",3,Taste,Gym kiosk,1 L,Tetra Pak,Berry,4,1,3,10.12,27.76,Maybe,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points",Affordable,No,Hard to find,3,Lower the sugar content
61,Male,Other,4800.0,Salaried,4,"Team sports,Running",3,Convenience,"Food-delivery app,Brand website,Supermarket",500 ml,Recyclable can,"Chocolate,Tropical,Coffee",5,1,7,11.84,34.91,Yes,"1-Free delivery,2-Personalized nutrition tips,3-Bundle deals,4-Loyalty points","Fun,Sustainable",Yes,Too expensive,3,Lower the sugar content
28,Female,Abu Dhabi,5400.0,Salaried,3,"None,Gym",4,"Immunity,Weight control","Pharmacy,Supermarket,Food-delivery app",1 L,Tetra Pak,Vanilla,3,3,5,10.68,50.38,Yes,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips",Fun,Yes,Too expensive,3,Provide protein-rich options
45,Male,Other,4000.0,Retired,4,"Gym,Yoga,None",6,Muscle recovery,"Food-delivery app,Supermarket",250 ml,PET bottle,"Coffee,Vanilla,Chocolate",5,3,7,6.95,45.42,Yes,"1-Personalized nutrition tips,2-Loyalty points,3-Free delivery,4-Bundle deals","Affordable,Trustworthy,Fun",Yes,Unclear nutritional info,4,Provide protein-rich options
53,Male,Dubai,7200.0,Student,2,"Running,Yoga,None",7,"Weight control,Immunity","Supermarket,Food-delivery app,Brand website",1 L,PET bottle,Berry,1,1,6,12.42,102.01,Maybe,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals",Innovative,Yes,Limited flavors,3,Lower the sugar content
38,Male,Sharjah,5300.0,Salaried,1,"Gym,None",4,Immunity,"Brand website,Supermarket",500 ml,PET bottle,Berry,5,1,6,8.0,34.88,Maybe,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery",Premium,Yes,Packaging not eco-friendly,5,Use recyclable packaging
25,Male,Al Ain,17800.0,Student,3,"Team sports,Gym,None",5,Convenience,"Food-delivery app,Supermarket",1 L,Tetra Pak,"Coffee,Unflavored,Chocolate",1,3,8,17.32,91.24,Yes,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points","Affordable,Trustworthy,Fun",Yes,Too much sugar,2,Introduce more flavors
61,Male,Dubai,6100.0,Other,5,"Yoga,Team sports",2,Weight control,Supermarket,250 ml,Tetra Pak,"Berry,Vanilla",2,1,7,11.52,25.63,Maybe,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals","Trustworthy,Affordable,Innovative",No,Too expensive,1,Use recyclable packaging
26,Male,Sharjah,13600.0,Self-employed,4,"Gym,None,Yoga",8,Weight control,Pharmacy,500 ml,Tetra Pak,Vanilla,4,4,7,15.58,115.35,Yes,"1-Loyalty points,2-Free delivery,3-Bundle deals,4-Personalized nutrition tips","Fun,Premium,Sustainable",No,Limited flavors,1,
36,Female,Dubai,8800.0,Self-employed,2,"None,Running",1,"Muscle recovery,Immunity",Gym kiosk,500 ml,Tetra Pak,"Tropical,Chocolate,Berry",2,2,2,5.8,6.42,Yes,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals",Trustworthy,No,Packaging not eco-friendly,2,Offer subscription discounts
51,Male,Other,2400.0,Self-employed,1,"None,Gym",3,Muscle recovery,"Brand website,Supermarket",500 ml,PET bottle,Tropical,2,2,2,5.77,14.1,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals",Innovative,Yes,Too much sugar,4,Use recyclable packaging
23,Female,Sharjah,8200.0,Salaried,2,"Running,Gym",3,Muscle recovery,"Pharmacy,Supermarket,Brand website",500 ml,PET bottle,"Chocolate,Unflavored",3,3,6,11.29,30.96,Maybe,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips","Affordable,Fun,Sustainable",Yes,Too expensive,3,Lower the sugar content
42,Female,Abu Dhabi,11400.0,Salaried,1,"Gym,Running",1,Immunity,"Food-delivery app,Supermarket",1 L,PET bottle,"Vanilla,Chocolate,Tropical",1,5,3,8.33,9.53,No,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery",Trustworthy,No,Too much sugar,5,Lower the sugar content
